pl_name,PC1,PC2,PC3,PC4,Cluster_K2,Familia_Planeta
TOI-1279 b,-0.2009323682727647,0.4348486234855399,-0.7172181167238454,-0.4800615997371109,0,Familia 0 (Población Estándar)
TOI-128.01,-0.5049738488885422,-0.6447218901841442,-0.295803660800613,-0.9546262063269532,0,Familia 0 (Población Estándar)
TOI-1288 b,-0.980201863803101,-0.8606547311762742,-0.4071263928547518,0.6445979101615337,0,Familia 0 (Población Estándar)
TOI-1294 b,-0.3116809767718159,-1.9847119422817447,-0.542092369751712,0.4703434533903882,0,Familia 0 (Población Estándar)
TOI-1295 b,-0.2433994268989405,-3.088830036290471,-0.4020664680748743,0.3927514709514381,0,Familia 0 (Población Estándar)
TOI-1296 b,-0.2069032259897728,-2.311272084234109,-0.4866537338211459,0.8852913170779918,0,Familia 0 (Población Estándar)
TOI-1298 b,-0.1980437381720794,-1.8858171204329703,-0.4892948431884116,0.9316784677151104,0,Familia 0 (Población Estándar)
TOI-132 b,-1.2005218179916846,-0.8681630490234103,-0.0910332207624264,0.1402054686799573,0,Familia 0 (Población Estándar)
TOI-1333 b,0.293819570378373,-2.744186908068006,-0.1428856128326824,-0.072407682729593,0,Familia 0 (Población Estándar)
TOI-1346 b,-1.3222097047982666,-0.1957595510392673,0.2856370360600453,-0.4329353151392167,0,Familia 0 (Población Estándar)
TOI-1346 c,-0.6870072679041728,0.3780542777171599,0.0918503990076681,-0.3539359958552357,0,Familia 0 (Población Estándar)
TOI-1347 b,-1.721102968946403,-0.4960302665254783,-0.4798304795553948,-0.1825828274341303,0,Familia 0 (Población Estándar)
TOI-1347 c,-0.8960447437865438,0.1707294017177535,-0.6013922452077932,-0.1871023422396755,0,Familia 0 (Población Estándar)
TOI-1386 b,1.39923914710512,0.2167539548316107,-0.8855106233178449,0.4369282087251539,0,Familia 0 (Población Estándar)
TOI-139 b,-0.3379607616602121,1.3415673266054782,-0.4119466156129895,-0.7874979083177838,0,Familia 0 (Población Estándar)
TOI-1408 b,-0.0290224163097893,-2.657460768301505,-0.481460764821984,0.606893991917324,0,Familia 0 (Población Estándar)
TOI-1408 c,-0.5385664311652455,-1.9822157977933863,0.1530416626957149,-0.2823379711952176,0,Familia 0 (Población Estándar)
TOI-1410.01,-1.634987064516818,-0.4135267110132913,-0.3195191088094876,0.90618060527681,0,Familia 0 (Población Estándar)
TOI-1411 b,-1.845622798100972,0.6534730507795055,-0.4415723505848611,-0.1663452804872234,0,Familia 0 (Población Estándar)
TOI-1416 b,-1.758199322305708,-0.4551561707121844,-0.5249670759966031,-0.1777480525313669,0,Familia 0 (Población Estándar)
